date,train_id,inducted,actual_failure_occurred,branding_sla_met,energy_consumed_kwh,passenger_complaints,on_time_percentage,total_km_covered,maintenance_cost_inr
2025-04-26,T005,True,False,True,152,0,99.72,355,727
2025-04-26,T006,False,False,True,85,0,95.91,0,1194
2025-04-26,T007,True,False,False,155,1,99.13,271,142
2025-04-26,T008,True,False,True,177,1,95.3,288,565
2025-04-26,T009,True,False,True,169,0,99.28,326,1381
2025-04-26,T010,False,False,True,64,2,98.59,0,603
2025-04-26,T011,True,False,True,192,1,99.26,273,489
2025-04-26,T012,True,False,False,194,0,96.68,314,752
2025-04-26,T013,False,False,True,92,0,99.21,0,1306
2025-04-26,T014,True,False,True,166,0,97.41,237,1308
2025-04-26,T015,False,True,True,90,0,98.69,0,3912
2025-04-26,T016,True,False,True,192,0,99.75,337,1321
2025-04-26,T017,True,False,True,179,0,95.44,281,71
2025-04-26,T018,True,False,True,158,0,95.5,371,1160
2025-04-26,T019,False,False,True,78,0,99.03,0,43
2025-04-26,T020,True,False,True,166,0,98.81,273,1362
2025-04-26,T021,False,True,True,83,0,99.46,0,3380
2025-04-26,T022,True,False,True,182,1,97.16,244,55
2025-04-26,T023,True,True,True,148,0,95.95,271,2804
2025-04-26,T024,True,False,True,172,0,96.46,380,1929
2025-04-26,T025,False,False,False,57,0,99.79,0,214
2025-04-27,T001,False,False,True,91,1,97.0,0,108
2025-04-27,T002,True,False,False,179,0,97.47,289,448
2025-04-27,T003,False,False,True,80,2,97.46,0,569
2025-04-27,T004,True,False,True,182,0,98.8,361,268
2025-04-27,T005,True,False,True,191,0,98.51,353,1472
2025-04-27,T006,True,False,True,181,0,97.57,226,1793
2025-04-27,T007,False,False,True,89,0,99.47,0,668
2025-04-27,T008,False,False,True,88,0,95.21,0,147
2025-04-27,T009,True,False,True,156,1,96.43,300,218
2025-04-27,T010,False,False,True,80,0,95.39,0,178
2025-04-27,T011,True,False,True,165,0,98.24,327,1556
2025-04-27,T012,True,False,True,188,0,97.03,360,1242
2025-04-27,T013,True,False,True,192,0,99.22,371,394
2025-04-27,T014,False,False,True,75,0,97.51,0,922
2025-04-27,T015,True,False,True,167,0,96.29,385,1291
2025-04-27,T016,True,False,True,182,0,99.8,394,220
2025-04-27,T017,False,False,True,51,0,96.97,0,954
2025-04-27,T018,True,False,True,180,0,95.4,381,839
2025-04-27,T019,True,False,True,161,0,95.83,305,817
2025-04-27,T020,False,False,False,82,0,95.07,0,710
2025-04-27,T021,True,False,False,185,0,96.88,202,1017
2025-04-27,T022,True,False,False,148,0,99.45,391,1778
2025-04-27,T023,True,False,True,143,0,97.65,311,227
2025-04-27,T024,True,False,True,154,0,98.19,384,1808
2025-04-27,T025,True,False,True,180,0,99.5,203,1888
2025-04-28,T001,True,True,True,182,0,96.52,247,5669
2025-04-28,T002,False,False,True,62,0,97.81,0,761
2025-04-28,T003,False,False,True,75,0,97.63,0,1827
2025-04-28,T004,True,False,True,169,0,96.81,250,657
2025-04-28,T005,True,False,False,143,0,96.28,398,322
2025-04-28,T006,False,True,True,56,1,99.32,0,7328
2025-04-28,T007,True,False,True,153,0,97.4,304,1550
2025-04-28,T008,True,False,True,172,0,97.89,400,742
2025-04-28,T009,True,False,True,177,0,98.53,261,857
2025-04-28,T010,True,False,True,174,0,97.33,352,3
2025-04-28,T011,True,False,True,141,0,98.7,260,1351
2025-04-28,T012,True,True,True,140,0,98.7,388,3272
2025-04-28,T013,True,False,True,192,1,99.17,220,40
2025-04-28,T014,False,False,True,92,0,99.07,0,1596
2025-04-28,T015,True,False,True,163,0,98.08,200,1413
2025-04-28,T016,True,False,True,145,0,96.45,232,1964
2025-04-28,T017,True,False,True,154,0,95.32,273,1505
2025-04-28,T018,False,False,True,57,1,97.46,0,1873
2025-04-28,T019,True,False,True,197,0,96.25,377,693
2025-04-28,T020,False,False,False,54,0,95.43,0,1809
2025-04-28,T021,True,False,True,199,0,98.52,339,1243
2025-04-28,T022,True,False,True,183,0,97.13,257,1857
2025-04-28,T023,True,False,True,152,0,96.2,367,1547
2025-04-28,T024,True,False,True,175,0,98.6,265,809
2025-04-28,T025,True,False,True,183,1,96.14,217,1692
2025-04-29,T001,True,False,True,143,0,95.5,234,1400
2025-04-29,T002,False,False,True,57,0,97.88,0,1133
2025-04-29,T003,True,False,True,144,0,96.33,355,627
2025-04-29,T004,True,False,True,195,0,99.38,318,1710
2025-04-29,T005,True,False,True,146,0,95.15,294,1819
2025-04-29,T006,True,False,True,157,1,95.52,369,1169
2025-04-29,T007,True,False,True,196,0,96.04,213,1267
2025-04-29,T008,True,False,False,190,0,96.38,351,442
2025-04-29,T009,True,False,True,174,0,95.56,223,1818
2025-04-29,T010,True,False,True,186,0,97.74,314,1216
2025-04-29,T011,True,False,True,140,2,96.35,235,313
2025-04-29,T012,True,False,True,171,0,97.99,318,1016
2025-04-29,T013,False,False,True,81,0,95.3,0,1804
2025-04-29,T014,True,False,True,172,2,98.66,386,1867
2025-04-29,T015,True,False,True,172,0,96.54,312,72
2025-04-29,T016,True,False,True,182,0,97.27,307,1982
2025-04-29,T017,True,False,True,177,0,95.67,398,1403
2025-04-29,T018,True,False,True,176,0,96.69,276,1477
2025-04-29,T019,False,False,True,61,0,95.99,0,899
2025-04-29,T020,True,False,True,172,0,98.85,250,1200
2025-04-29,T021,True,True,True,166,2,96.52,267,1898
2025-04-29,T022,True,False,True,180,0,96.54,307,840
2025-04-29,T023,True,False,True,152,0,95.45,298,1893
2025-04-29,T024,True,False,True,195,0,98.38,381,992
2025-04-29,T025,False,False,True,70,0,97.6,0,969
2025-04-30,T001,True,False,True,148,2,99.6,205,1595
2025-04-30,T002,False,False,True,72,0,96.65,0,1502
2025-04-30,T003,False,False,True,91,1,97.99,0,1583
2025-04-30,T004,False,False,True,100,0,99.6,0,957
2025-04-30,T005,True,False,True,199,1,97.21,286,831
2025-04-30,T006,True,False,True,173,0,95.85,300,124
2025-04-30,T007,True,False,True,185,0,97.87,202,1710
2025-04-30,T008,False,False,True,55,3,96.62,0,78
2025-04-30,T009,True,False,True,200,0,96.77,376,593
2025-04-30,T010,True,False,True,155,0,96.26,260,369
2025-04-30,T011,False,False,True,69,1,95.41,0,258
2025-04-30,T012,True,True,False,195,0,98.9,218,5898
2025-04-30,T013,True,False,True,193,0,95.74,376,290
2025-04-30,T014,True,False,True,164,0,95.06,308,500
2025-04-30,T015,True,False,True,149,0,97.14,324,1559
2025-04-30,T016,False,False,True,62,0,95.16,0,844
2025-04-30,T017,True,False,True,161,0,95.69,225,635
2025-04-30,T018,False,False,True,100,0,98.64,0,1827
2025-04-30,T019,True,False,True,187,0,97.62,398,536
2025-04-30,T020,True,False,False,147,1,96.24,230,353
2025-04-30,T021,False,False,True,87,3,97.21,0,1495
2025-04-30,T022,False,True,True,96,0,96.85,0,7618
2025-04-30,T023,True,False,True,155,0,95.64,326,1145
2025-04-30,T024,True,False,True,158,0,98.87,396,177
2025-04-30,T025,False,False,False,56,0,99.41,0,1819
2025-05-01,T001,False,False,True,74,0,98.14,0,1317
2025-05-01,T002,True,False,True,194,1,97.96,322,1597
2025-05-01,T003,False,False,True,77,0,98.57,0,281
2025-05-01,T004,False,False,True,67,0,99.5,0,1631
2025-05-01,T005,False,False,True,62,0,95.2,0,1904
2025-05-01,T006,False,False,True,100,0,96.73,0,868
2025-05-01,T007,True,False,True,170,0,95.86,312,341
2025-05-01,T008,True,False,True,159,0,95.82,352,761
2025-05-01,T009,False,False,True,80,0,96.42,0,856
2025-05-01,T010,True,False,True,158,1,99.02,394,1069
2025-05-01,T011,False,False,True,91,0,97.03,0,301
2025-05-01,T012,True,False,True,200,0,98.61,276,1179
2025-05-01,T013,True,False,True,153,0,96.18,386,877
2025-05-01,T014,False,False,True,58,0,95.78,0,1715
2025-05-01,T015,True,False,True,158,1,99.17,245,1985
2025-05-01,T016,False,True,True,69,0,96.41,0,7298
2025-05-01,T017,True,False,True,141,0,98.39,239,864
2025-05-01,T018,True,False,True,173,1,97.68,386,846
2025-05-01,T019,True,True,True,197,0,97.61,328,2944
2025-05-01,T020,True,False,True,199,0,97.35,333,1081
2025-05-01,T021,False,False,True,77,0,98.8,0,1665
2025-05-01,T022,True,False,True,193,0,96.03,253,1991
2025-05-01,T023,True,False,True,182,0,97.57,267,1820
2025-05-01,T024,True,True,True,151,0,98.64,344,5708
2025-05-01,T025,True,False,True,173,0,97.82,275,1215
2025-05-02,T001,True,False,True,198,0,98.53,393,832
2025-05-02,T002,False,True,False,51,1,98.18,0,4734
2025-05-02,T003,True,False,False,171,1,97.02,374,165
2025-05-02,T004,False,True,True,69,1,98.49,0,4734
2025-05-02,T005,True,False,True,172,1,96.09,219,1428
2025-05-02,T006,True,False,True,145,1,97.01,260,1802
2025-05-02,T007,True,False,True,152,0,98.81,283,1285
2025-05-02,T008,True,False,False,187,1,98.1,321,1353
2025-05-02,T009,True,False,True,189,0,98.93,266,1792
2025-05-02,T010,True,False,True,165,0,96.1,318,1519
2025-05-02,T011,False,False,True,53,0,96.68,0,1138
2025-05-02,T012,True,False,True,186,1,96.01,226,175
2025-05-02,T013,False,False,False,65,0,99.11,0,532
2025-05-02,T014,False,False,False,67,0,97.05,0,571
2025-05-02,T015,True,False,False,198,0,95.52,326,1243
2025-05-02,T016,True,False,True,185,0,99.41,219,139
2025-05-02,T017,False,False,False,68,0,97.72,0,535
2025-05-02,T018,True,False,False,192,0,95.66,206,886
2025-05-02,T019,True,False,True,185,1,99.46,333,1021
2025-05-02,T020,True,False,True,177,0,97.86,221,1438
2025-05-02,T021,True,False,True,185,0,95.7,222,1212
2025-05-02,T022,True,False,True,167,0,97.2,353,927
2025-05-02,T023,True,False,True,142,0,95.75,376,1127
2025-05-02,T024,True,False,True,149,2,96.19,373,970
2025-05-02,T025,False,False,True,62,0,98.99,0,1270
2025-05-03,T001,False,True,True,61,1,96.2,0,4791
2025-05-03,T002,False,False,True,77,0,97.89,0,1040
2025-05-03,T003,True,False,True,149,0,97.82,390,648
2025-05-03,T004,True,False,False,199,2,99.79,323,833
2025-05-03,T005,True,False,True,141,1,96.75,284,685
2025-05-03,T006,True,False,True,170,0,96.0,307,718
2025-05-03,T007,True,False,False,173,0,99.29,304,590
2025-05-03,T008,True,False,True,147,0,97.76,400,1308
2025-05-03,T009,False,False,True,64,0,95.1,0,50
2025-05-03,T010,True,False,True,192,1,97.4,372,312
2025-05-03,T011,False,False,True,52,0,95.21,0,1198
2025-05-03,T012,True,False,False,177,2,95.01,327,812
2025-05-03,T013,True,True,True,144,0,95.58,387,5597
2025-05-03,T014,False,False,False,56,0,95.87,0,148
2025-05-03,T015,True,False,True,179,0,98.79,231,1008
2025-05-03,T016,True,False,True,157,0,99.04,278,1129
2025-05-03,T017,False,False,True,71,2,97.99,0,688
2025-05-03,T018,True,False,True,146,0,98.62,270,0
2025-05-03,T019,False,False,True,56,0,96.61,0,1489
2025-05-03,T020,True,False,False,164,0,97.13,286,410
2025-05-03,T021,False,False,True,93,0,99.09,0,177
2025-05-03,T022,True,False,True,158,0,97.55,207,1781
2025-05-03,T023,True,False,True,183,0,95.47,269,404
2025-05-03,T024,False,False,True,58,1,96.83,0,1893
2025-05-03,T025,True,True,True,196,0,96.28,319,7326
2025-05-04,T001,True,False,True,170,0,95.03,350,1483
2025-05-04,T002,True,False,True,148,0,99.2,275,1492
2025-05-04,T003,False,False,True,74,0,98.38,0,960
2025-05-04,T004,False,False,False,70,0,96.94,0,1301
2025-05-04,T005,True,False,False,174,3,96.07,311,273
2025-05-04,T006,True,False,False,166,0,97.67,291,542
2025-05-04,T007,True,False,True,154,0,95.47,344,595
2025-05-04,T008,True,True,True,162,0,98.36,382,7080
2025-05-04,T009,False,False,True,68,1,98.5,0,1215
2025-05-04,T010,False,False,False,70,0,95.96,0,1240
2025-05-04,T011,True,False,True,168,0,98.59,392,1617
2025-05-04,T012,True,False,True,150,2,96.17,323,1407
2025-05-04,T013,False,False,True,94,0,95.49,0,660
2025-05-04,T014,True,False,True,147,2,97.21,215,1839
2025-05-04,T015,False,False,True,93,0,95.12,0,1169
2025-05-04,T016,True,False,True,187,0,99.24,337,427
2025-05-04,T017,True,False,False,200,2,98.89,230,833
2025-05-04,T018,True,False,True,185,0,98.26,396,462
2025-05-04,T019,True,True,True,155,2,98.78,252,2131
2025-05-04,T020,True,False,True,196,2,98.32,335,1015
2025-05-04,T021,True,False,False,197,0,98.15,274,1471
2025-05-04,T022,False,False,False,86,0,98.44,0,1187
2025-05-04,T023,True,False,True,195,0,95.95,391,1467
2025-05-04,T024,True,False,True,183,2,98.12,361,1106
2025-05-04,T025,False,True,True,68,0,96.57,0,3081
2025-05-05,T001,True,False,True,140,0,97.11,278,1842
2025-05-05,T002,True,False,True,165,0,98.52,348,30
2025-05-05,T003,False,False,False,63,0,97.32,0,1523
2025-05-05,T004,True,False,True,144,0,98.76,340,1323
2025-05-05,T005,True,False,True,178,0,96.53,370,821
2025-05-05,T006,True,False,True,140,0,96.04,265,269
2025-05-05,T007,True,False,True,141,0,97.35,296,19
2025-05-05,T008,False,False,True,54,1,98.98,0,1126
2025-05-05,T009,True,False,True,142,0,95.32,318,527
2025-05-05,T010,False,False,True,91,0,97.22,0,175
2025-05-05,T011,False,True,True,71,0,96.5,0,4394
2025-05-05,T012,True,False,True,194,0,99.23,302,1299
2025-05-05,T013,False,False,True,96,0,99.22,0,1479
2025-05-05,T014,True,False,False,180,0,99.53,286,574
2025-05-05,T015,True,False,True,196,1,98.98,241,622
2025-05-05,T016,True,False,True,168,2,97.78,262,752
2025-05-05,T017,False,False,True,61,1,97.67,0,641
2025-05-05,T018,False,False,True,64,0,99.32,0,1741
2025-05-05,T019,True,False,True,159,1,99.77,244,583
2025-05-05,T020,False,False,False,93,1,99.41,0,1491
2025-05-05,T021,False,False,True,65,2,96.07,0,389
2025-05-05,T022,False,False,False,68,1,99.3,0,1986
2025-05-05,T023,True,False,True,189,0,97.35,296,1209
2025-05-05,T024,False,False,True,53,1,95.87,0,1364
2025-05-05,T025,True,False,True,158,0,97.55,342,1838
2025-05-06,T001,True,False,True,168,0,99.72,369,1224
2025-05-06,T002,False,False,True,68,0,98.6,0,776
2025-05-06,T003,True,False,True,183,0,97.79,367,506
2025-05-06,T004,True,False,True,153,0,96.78,284,401
2025-05-06,T005,True,False,True,159,0,98.07,375,1054
2025-05-06,T006,True,False,True,171,0,96.93,206,869
2025-05-06,T007,False,False,True,76,1,98.46,0,1578
2025-05-06,T008,True,False,True,159,0,97.9,289,1749
2025-05-06,T009,False,False,True,83,0,99.77,0,571
2025-05-06,T010,True,False,True,185,1,98.94,245,442
2025-05-06,T011,False,False,True,88,0,97.84,0,1664
2025-05-06,T012,True,False,True,155,1,96.27,323,1480
2025-05-06,T013,False,False,True,91,0,98.71,0,1429
2025-05-06,T014,True,False,False,152,0,97.92,266,1477
2025-05-06,T015,False,True,True,71,0,97.85,0,6833
2025-05-06,T016,True,False,True,146,2,98.19,392,357
2025-05-06,T017,True,False,True,145,0,98.16,399,266
2025-05-06,T018,False,False,True,94,1,97.35,0,1417
2025-05-06,T019,False,False,True,77,0,95.87,0,1483
2025-05-06,T020,True,False,True,153,0,98.18,331,751
2025-05-06,T021,True,False,False,141,0,96.8,258,1866
2025-05-06,T022,False,False,True,78,0,98.77,0,642
2025-05-06,T023,True,False,True,176,0,97.15,384,624
2025-05-06,T024,True,False,True,140,0,97.6,214,833
2025-05-06,T025,False,False,False,82,0,99.54,0,1102
2025-05-07,T001,False,False,True,92,3,97.86,0,575
2025-05-07,T002,True,False,True,181,2,97.45,282,1828
2025-05-07,T003,True,False,False,177,0,98.63,236,483
2025-05-07,T004,True,True,True,164,0,98.32,356,7627
2025-05-07,T005,True,False,True,146,0,99.13,349,1234
2025-05-07,T006,True,False,True,168,1,99.78,227,1450
2025-05-07,T007,True,False,True,188,1,95.75,390,1678
2025-05-07,T008,True,False,True,171,1,98.95,233,261
2025-05-07,T009,True,False,True,147,0,95.33,339,1972
2025-05-07,T010,True,True,True,147,0,97.68,296,6953
2025-05-07,T011,True,False,True,156,2,95.64,383,774
2025-05-07,T012,True,False,True,192,1,96.67,372,1252
2025-05-07,T013,False,False,True,54,0,98.13,0,283
2025-05-07,T014,True,False,True,143,0,99.32,223,1808
2025-05-07,T015,False,False,True,83,1,97.01,0,650
2025-05-07,T016,True,False,True,149,1,95.31,292,1941
2025-05-07,T017,True,False,True,147,2,95.6,378,1698
2025-05-07,T018,True,False,True,183,0,95.21,390,1001
2025-05-07,T019,True,False,False,188,0,96.32,297,1239
2025-05-07,T020,False,False,True,57,0,96.43,0,289
2025-05-07,T021,True,False,True,160,1,97.3,274,1492
2025-05-07,T022,True,False,True,167,0,97.61,341,1954
2025-05-07,T023,True,False,True,172,0,95.05,202,715
2025-05-07,T024,False,False,True,82,0,97.59,0,705
2025-05-07,T025,True,False,True,196,1,99.4,205,321
2025-05-08,T001,True,False,True,155,0,96.75,321,1355
2025-05-08,T002,True,False,False,147,0,98.34,290,14
2025-05-08,T003,False,False,True,95,0,98.73,0,426
2025-05-08,T004,True,False,False,160,0,98.4,294,1939
2025-05-08,T005,True,False,True,191,0,98.05,259,247
2025-05-08,T006,True,False,False,162,1,96.77,341,299
2025-05-08,T007,True,False,True,152,0,97.41,379,1948
2025-05-08,T008,True,False,True,192,0,95.75,306,1773
2025-05-08,T009,True,False,True,188,0,99.79,303,1793
2025-05-08,T010,True,False,True,161,0,98.74,233,1728
2025-05-08,T011,False,False,True,94,0,96.02,0,1594
2025-05-08,T012,True,False,True,144,0,98.2,296,749
2025-05-08,T013,True,False,True,166,1,97.98,367,120
2025-05-08,T014,True,False,True,200,0,95.57,398,1524
2025-05-08,T015,True,False,False,190,0,98.15,324,220
2025-05-08,T016,False,False,True,100,0,96.89,0,716
2025-05-08,T017,True,False,True,186,2,96.71,271,133
2025-05-08,T018,True,False,True,169,0,98.37,339,1687
2025-05-08,T019,True,False,True,158,1,95.29,282,76
2025-05-08,T020,False,False,True,94,3,95.34,0,1769
2025-05-08,T021,False,False,True,99,2,96.31,0,198
2025-05-08,T022,False,False,True,91,0,97.09,0,1106
2025-05-08,T023,True,False,False,151,0,99.72,240,289
2025-05-08,T024,False,False,False,58,0,99.38,0,515
2025-05-08,T025,True,False,True,147,0,95.53,212,802
2025-05-09,T001,True,False,True,153,0,99.72,321,1623
2025-05-09,T002,False,True,True,61,1,95.09,0,4928
2025-05-09,T003,True,True,True,186,0,96.19,235,2296
2025-05-09,T004,True,False,True,166,1,96.33,263,271
2025-05-09,T005,True,False,True,174,1,97.64,354,1273
2025-05-09,T006,True,False,False,143,1,95.6,224,1935
2025-05-09,T007,True,False,True,156,1,95.43,323,1758
2025-05-09,T008,True,False,True,158,0,97.97,399,1158
2025-05-09,T009,True,False,True,180,0,95.08,372,731
2025-05-09,T010,False,False,True,57,1,98.91,0,1157
2025-05-09,T011,False,False,True,85,1,97.98,0,392
2025-05-09,T012,False,False,True,65,1,96.4,0,344
2025-05-09,T013,True,False,True,152,2,99.61,284,725
2025-05-09,T014,True,False,False,186,0,97.5,234,1003
2025-05-09,T015,False,False,True,93,3,98.31,0,636
2025-05-09,T016,True,False,True,183,0,97.31,400,1448
2025-05-09,T017,True,False,True,161,0,95.41,311,264
2025-05-09,T018,False,False,True,94,0,95.84,0,1073
2025-05-09,T019,True,False,True,187,1,97.6,384,717
2025-05-09,T020,False,False,True,85,2,96.61,0,1840
2025-05-09,T021,True,False,True,197,1,97.67,237,964
2025-05-09,T022,True,False,True,161,0,99.3,390,1635
2025-05-09,T023,True,False,True,195,0,95.13,345,160
2025-05-09,T024,True,False,False,168,2,95.41,255,341
2025-05-09,T025,True,False,True,177,0,99.44,289,646
2025-05-10,T001,False,False,True,61,2,96.42,0,613
2025-05-10,T002,True,False,True,158,0,99.14,350,1254
2025-05-10,T003,True,False,False,190,0,97.96,318,480
2025-05-10,T004,False,False,True,60,0,95.41,0,1851
2025-05-10,T005,True,False,True,167,1,98.26,227,27
2025-05-10,T006,False,False,True,94,0,99.27,0,856
2025-05-10,T007,False,False,True,70,0,96.51,0,459
2025-05-10,T008,True,False,True,143,0,99.62,255,641
2025-05-10,T009,False,False,False,90,0,95.98,0,1122
2025-05-10,T010,True,False,True,149,0,99.15,357,260
2025-05-10,T011,True,True,True,183,0,97.1,238,7257
2025-05-10,T012,False,True,True,50,0,98.64,0,2856
2025-05-10,T013,True,False,True,142,0,95.24,245,952
2025-05-10,T014,True,False,True,142,0,95.92,311,346
2025-05-10,T015,True,False,True,194,0,95.08,328,1266
2025-05-10,T016,False,False,True,50,0,95.35,0,475
2025-05-10,T017,True,False,True,191,0,97.19,281,1273
2025-05-10,T018,True,False,True,177,0,97.09,229,1305
2025-05-10,T019,True,False,True,188,1,96.16,234,60
2025-05-10,T020,True,False,True,160,1,98.44,327,1706
2025-05-10,T021,False,False,True,90,0,96.8,0,1798
2025-05-10,T022,False,False,True,57,1,95.78,0,1970
2025-05-10,T023,True,False,True,161,0,95.34,201,798
2025-05-10,T024,False,False,True,98,1,95.59,0,1359
2025-05-10,T025,True,False,True,188,0,97.88,360,1714
2025-05-11,T001,True,False,True,171,1,98.55,219,1978
2025-05-11,T002,True,False,False,184,0,97.34,319,1732
2025-05-11,T003,True,False,True,191,0,96.8,332,848
2025-05-11,T004,True,False,True,172,0,97.44,305,582
2025-05-11,T005,False,False,True,100,0,97.79,0,680
2025-05-11,T006,False,False,False,73,0,95.34,0,485
2025-05-11,T007,False,False,True,55,0,98.5,0,669
2025-05-11,T008,True,False,True,179,0,97.45,305,1761
2025-05-11,T009,True,False,False,179,0,96.52,219,916
2025-05-11,T010,False,False,True,77,0,99.29,0,1103
2025-05-11,T011,True,False,True,149,0,97.4,350,159
2025-05-11,T012,True,False,False,191,1,96.09,362,1888
2025-05-11,T013,True,False,True,167,0,97.36,255,479
2025-05-11,T014,False,False,True,86,3,97.3,0,196
2025-05-11,T015,True,False,True,192,0,95.01,281,1895
2025-05-11,T016,False,False,True,100,0,97.39,0,393
2025-05-11,T017,True,False,True,162,0,97.76,292,1023
2025-05-11,T018,True,False,True,183,1,97.52,245,1264
2025-05-11,T019,False,False,True,100,0,97.55,0,1774
2025-05-11,T020,True,False,True,198,1,96.61,352,1920
2025-05-11,T021,True,False,True,174,0,97.31,353,1883
2025-05-11,T022,False,False,True,73,0,97.38,0,864
2025-05-11,T023,False,False,True,60,1,96.17,0,1664
2025-05-11,T024,True,True,False,153,1,95.23,399,2214
2025-05-11,T025,False,False,True,96,0,95.31,0,1022
2025-05-12,T001,False,False,False,67,2,95.39,0,917
2025-05-12,T002,True,False,True,153,0,97.88,278,1166
2025-05-12,T003,False,False,True,59,1,96.48,0,181
2025-05-12,T004,True,False,True,193,0,97.9,229,1118
2025-05-12,T005,True,False,True,186,0,97.99,371,1671
2025-05-12,T006,True,False,False,151,0,98.74,365,1633
2025-05-12,T007,True,False,True,147,1,96.42,384,1781
2025-05-12,T008,False,False,False,52,0,97.97,0,1172
2025-05-12,T009,True,False,True,190,0,95.39,365,1667
2025-05-12,T010,True,False,True,181,0,98.53,398,998
2025-05-12,T011,True,False,True,165,0,99.5,263,1675
2025-05-12,T012,False,False,True,87,0,98.17,0,1339
2025-05-12,T013,True,False,True,196,2,96.3,231,1955
2025-05-12,T014,False,False,True,95,0,95.26,0,1834
2025-05-12,T015,False,False,False,55,2,99.34,0,1807
2025-05-12,T016,False,False,True,67,0,99.47,0,752
2025-05-12,T017,True,False,True,180,0,96.87,245,1512
2025-05-12,T018,True,False,True,188,1,98.39,329,1920
2025-05-12,T019,False,False,True,95,0,95.66,0,1179
2025-05-12,T020,False,False,True,56,0,98.88,0,1950
2025-05-12,T021,True,False,True,191,0,98.99,388,1750
2025-05-12,T022,False,False,True,59,0,98.07,0,538
2025-05-12,T023,False,False,True,82,0,97.13,0,1663
2025-05-12,T024,True,False,True,191,0,97.18,203,1006
2025-05-12,T025,False,False,True,86,0,95.07,0,269
2025-05-13,T001,False,False,True,99,1,98.42,0,23
2025-05-13,T002,True,False,True,186,0,96.84,371,1277
2025-05-13,T003,True,False,True,147,0,97.03,331,720
2025-05-13,T004,True,False,True,161,1,97.86,390,1207
2025-05-13,T005,True,False,True,146,3,97.2,286,314
2025-05-13,T006,True,False,True,187,0,97.61,295,950
2025-05-13,T007,True,False,True,158,0,98.57,227,24
2025-05-13,T008,True,False,True,182,0,96.51,261,1489
2025-05-13,T009,True,False,True,156,1,99.6,346,291
2025-05-13,T010,True,True,True,197,1,96.26,316,2778
2025-05-13,T011,True,False,True,186,0,98.39,245,791
2025-05-13,T012,False,False,False,62,0,96.8,0,1461
2025-05-13,T013,True,False,False,157,1,96.09,297,160
2025-05-13,T014,False,False,True,67,0,96.17,0,1958
2025-05-13,T015,False,False,True,94,1,96.84,0,1715
2025-05-13,T016,True,True,True,198,0,97.98,276,4399
2025-05-13,T017,True,False,True,160,0,96.08,372,1278
2025-05-13,T018,True,False,True,183,0,98.68,216,384
2025-05-13,T019,True,False,True,200,1,96.56,385,1866
2025-05-13,T020,False,False,False,82,0,97.89,0,430
2025-05-13,T021,False,False,True,78,0,97.17,0,369
2025-05-13,T022,True,False,True,144,2,98.84,343,987
2025-05-13,T023,True,False,True,164,1,95.94,343,1607
2025-05-13,T024,True,False,False,150,1,95.99,332,389
2025-05-13,T025,True,False,True,191,1,98.76,390,82
2025-05-14,T001,True,False,True,178,0,98.37,229,762
2025-05-14,T002,True,False,False,200,1,95.24,399,420
2025-05-14,T003,True,False,True,163,2,98.07,353,1832
2025-05-14,T004,True,False,True,141,0,97.23,399,775
2025-05-14,T005,True,False,True,178,1,99.32,274,1935
2025-05-14,T006,True,False,True,159,0,96.55,273,1820
2025-05-14,T007,True,False,True,174,0,99.36,242,1554
2025-05-14,T008,True,False,True,157,0,99.52,236,375
2025-05-14,T009,False,False,True,79,0,96.27,0,1734
2025-05-14,T010,True,False,True,162,0,97.67,264,1861
2025-05-14,T011,False,False,True,76,0,97.53,0,1
2025-05-14,T012,True,False,True,155,2,95.66,246,1451
2025-05-14,T013,False,True,True,54,0,97.47,0,7217
2025-05-14,T014,True,True,True,140,0,99.65,361,2639
2025-05-14,T015,True,True,True,172,1,98.11,208,3321
2025-05-14,T016,True,False,True,148,0,98.94,332,823
2025-05-14,T017,False,True,True,85,2,95.75,0,1951
2025-05-14,T018,True,False,True,154,1,99.64,321,650
2025-05-14,T019,True,False,True,183,0,98.25,337,1205
2025-05-14,T020,True,False,False,148,2,96.69,295,976
2025-05-14,T021,True,False,True,166,0,95.88,339,826
2025-05-14,T022,True,False,False,160,2,96.79,397,1914
2025-05-14,T023,True,False,True,183,0,97.28,293,1946
2025-05-14,T024,True,False,True,184,1,95.25,339,1068
2025-05-14,T025,True,False,False,143,0,97.31,326,1666
2025-05-15,T001,True,False,False,160,0,95.74,400,1615
2025-05-15,T002,True,False,True,167,0,99.28,346,341
2025-05-15,T003,True,False,True,163,0,95.9,334,1265
2025-05-15,T004,False,False,True,89,0,99.13,0,1003
2025-05-15,T005,True,False,True,145,2,98.77,270,224
2025-05-15,T006,False,True,False,60,0,96.31,0,1099
2025-05-15,T007,True,False,True,140,0,97.8,216,1630
2025-05-15,T008,True,False,True,163,0,98.4,327,413
2025-05-15,T009,True,False,True,152,2,98.96,211,822
2025-05-15,T010,False,False,True,67,2,96.4,0,1354
2025-05-15,T011,False,False,True,81,0,97.9,0,180
2025-05-15,T012,False,False,True,100,0,96.91,0,1555
2025-05-15,T013,True,False,True,154,0,96.8,381,338
2025-05-15,T014,False,False,True,96,0,98.2,0,241
2025-05-15,T015,False,False,True,59,0,97.76,0,1508
2025-05-15,T016,True,False,True,162,0,95.85,256,1315
